Month,DayofWeek,Tm,Home_Away,Opp,W/L,R,RA,W-L,Rank,Win,Loss,D/N,cLI,Streak,Team,Run_Diff,Avg_R_MA3,Avg_Ra_MA3,RunDiff_MA3,Avg_R_MA5,Avg_Ra_MA5,RunDiff_MA5,Avg_R_MA10,Avg_Ra_MA10,RunDiff_MA10
4,6,TEX,0,ATL,2,6.0,4.0,12-11,1.0,Lorenzen,Vines,1,.97,1.0,TEX,2.0,3.667,5.667,-2.0,5.0,5.6,-0.6,4.7,5.7,-1.0
4,1,TEX,1,SEA,0,0.0,4.0,12-12,2.0,Gilbert,Dunning,1,1.12,-1.0,TEX,-4.0,2.667,4.333,-1.667,4.0,5.6,-1.6,3.5,5.3,-1.8
4,2,TEX,1,SEA,2,5.0,1.0,13-12,1.0,Hernández,Miller,1,1.10,1.0,TEX,4.0,3.667,3.0,0.667,3.2,4.4,-1.2,3.8,4.5,-0.7
4,3,TEX,1,SEA,0,3.0,4.0,13-13,2.0,Castillo,Heaney,0,1.16,-1.0,TEX,-1.0,2.667,3.0,-0.333,3.2,3.6,-0.4,3.6,4.1,-0.5
4,4,TEX,1,CIN,2,2.0,1.0,14-13,2.0,Leclerc,Sims,1,.96,1.0,TEX,1.0,3.333,2.0,1.333,3.2,2.8,0.4,3.7,4.2,-0.5
4,5,TEX,1,CIN,0,4.0,8.0,14-14,2.0,Greene,Lorenzen,0,.96,-1.0,TEX,-4.0,3.0,4.333,-1.333,2.8,3.6,-0.8,3.9,4.6,-0.7
4,6,TEX,1,CIN,2,4.0,3.0,15-14,2.0,Dunning,Abbott,0,.94,1.0,TEX,1.0,3.333,4.0,-0.667,3.6,3.4,0.2,3.8,4.5,-0.7
4,1,TEX,1,WSN,2,7.0,1.0,16-14,2.0,Gray,Gore,1,.96,2.0,TEX,6.0,5.0,4.0,1.0,4.0,3.4,0.6,3.6,3.9,-0.3
5,2,TEX,1,WSN,0,0.0,1.0,16-15,2.0,Williams,Heaney,1,1.00,-1.0,TEX,-1.0,3.667,1.667,2.0,3.4,2.8,0.6,3.3,3.2,0.1
5,3,TEX,1,WSN,2,6.0,0.0,17-15,2.0,Eovaldi,Parker,0,.95,1.0,TEX,6.0,4.333,0.667,3.667,4.2,2.6,1.6,3.7,2.7,1.0
5,4,TEX,0,KCR,0,1.0,7.0,17-16,2.0,Schreiber,Winn,1,1.06,-1.0,TEX,-6.0,2.333,2.667,-0.333,3.6,2.4,1.2,3.2,3.0,0.2
5,5,TEX,0,KCR,2,15.0,4.0,18-16,2.0,Sborz,Wacha,1,1.04,1.0,TEX,11.0,7.333,3.667,3.667,5.8,2.6,3.2,4.7,3.0,1.7
5,6,TEX,0,KCR,2,3.0,2.0,19-16,2.0,Yates,McArthur,0,1.06,2.0,TEX,1.0,6.333,4.333,2.0,5.0,2.8,2.2,4.5,3.1,1.4
5,0,TEX,0,OAK,2,4.0,2.0,20-16,1.0,Leclerc,Erceg,1,1.19,3.0,TEX,2.0,7.333,2.667,4.667,5.8,3.0,2.8,4.6,2.9,1.7
5,1,TEX,0,OAK,2,15.0,8.0,21-16,1.0,Ureña,Stripling,0,1.19,4.0,TEX,7.0,7.333,4.0,3.333,7.6,4.6,3.0,5.9,3.6,2.3
5,2,TEX,0,OAK,0,4.0,9.0,21-17,1.0,Sears,Lorenzen,0,1.23,-1.0,TEX,-5.0,7.667,6.333,1.333,8.2,5.0,3.2,5.9,3.7,2.2
5,2,TEX,0,OAK,2,12.0,11.0,22-17,1.0,Robertson,Bido,0,1.22,1.0,TEX,1.0,10.333,9.333,1.0,7.6,6.4,1.2,6.7,4.5,2.2
5,4,TEX,0,COL,0,2.0,4.0,22-18,1.0,Bird,Anderson,1,1.18,-1.0,TEX,-2.0,6.0,8.0,-2.0,7.4,6.8,0.6,6.2,4.8,1.4
5,5,TEX,0,COL,0,3.0,8.0,22-19,1.0,Kinley,Robertson,1,1.12,-2.0,TEX,-5.0,5.667,7.667,-2.0,7.2,8.0,-0.8,6.5,5.5,1.0
5,6,TEX,0,COL,0,1.0,3.0,22-20,2.0,Blach,Ureña,0,1.11,-3.0,TEX,-2.0,2.0,5.0,-3.0,4.4,7.0,-2.6,6.0,5.8,0.2
5,0,TEX,1,CLE,0,0.0,7.0,22-21,2.0,Gaddis,Leclerc,1,1.11,-4.0,TEX,-7.0,1.333,6.0,-4.667,3.6,6.6,-3.0,5.9,5.8,0.1
5,1,TEX,1,CLE,0,4.0,7.0,22-22,2.0,Lively,Leiter,1,1.06,-5.0,TEX,-3.0,1.667,5.667,-4.0,2.0,5.8,-3.8,4.8,6.1,-1.3
5,2,TEX,1,CLE,2,4.0,0.0,23-22,2.0,Gray,Carrasco,1,.98,1.0,TEX,4.0,2.667,4.667,-2.0,2.4,5.0,-2.6,4.9,5.9,-1.0
5,4,TEX,1,LAA,0,3.0,9.0,23-23,2.0,Anderson,Heaney,1,1.04,-1.0,TEX,-6.0,3.667,5.333,-1.667,2.4,5.2,-2.8,4.8,6.6,-1.8
5,5,TEX,1,LAA,3,3.0,2.0,24-23,2.0,Rodríguez,Fulmer,1,.97,1.0,TEX,1.0,3.333,3.667,-0.333,2.8,5.0,-2.2,3.6,6.0,-2.4
5,6,TEX,1,LAA,0,1.0,4.0,24-24,2.0,Soriano,Lorenzen,0,1.01,-1.0,TEX,-3.0,2.333,5.0,-2.667,3.0,4.4,-1.4,3.3,5.5,-2.2
5,1,TEX,0,PHI,0,2.0,5.0,24-25,2.0,Suárez,Gray,1,.88,-2.0,TEX,-3.0,2.0,3.667,-1.667,2.6,4.0,-1.4,2.3,4.9,-2.6
5,2,TEX,0,PHI,0,4.0,11.0,24-26,2.0,Strahm,Dunning,1,.87,-3.0,TEX,-7.0,2.333,6.667,-4.333,2.6,6.2,-3.6,2.5,5.6,-3.1
5,3,TEX,0,PHI,0,2.0,5.0,24-27,2.0,Wheeler,Heaney,0,.82,-4.0,TEX,-3.0,2.667,7.0,-4.333,2.4,5.4,-3.0,2.4,5.3,-2.9
5,4,TEX,0,MIN,0,2.0,3.0,24-28,2.0,Ober,Ureña,1,.79,-5.0,TEX,-1.0,2.667,6.333,-3.667,2.2,5.6,-3.4,2.5,5.3,-2.8
5,5,TEX,0,MIN,0,3.0,5.0,24-29,2.0,Sands,Robertson,0,.75,-6.0,TEX,-2.0,2.333,4.333,-2.0,2.6,5.8,-3.2,2.8,5.1,-2.3
5,6,TEX,0,MIN,2,6.0,2.0,25-29,2.0,Latz,López,0,.71,1.0,TEX,4.0,3.667,3.333,0.333,3.4,5.2,-1.8,3.0,4.6,-1.6
5,1,TEX,1,ARI,2,4.0,2.0,26-29,2.0,Heaney,Pfaadt,1,.69,2.0,TEX,2.0,4.333,3.0,1.333,3.4,3.4,0.0,3.0,4.8,-1.8
5,2,TEX,1,ARI,2,6.0,1.0,27-29,2.0,Dunning,Nelson,0,.73,3.0,TEX,5.0,5.333,1.667,3.667,4.2,2.6,1.6,3.3,4.0,-0.7
5,4,TEX,0,MIA,0,2.0,8.0,27-30,2.0,Cronin,Ureña,1,.76,-1.0,TEX,-6.0,4.0,3.667,0.333,4.2,3.6,0.6,3.2,4.6,-1.4
6,5,TEX,0,MIA,2,7.0,0.0,28-30,2.0,Lorenzen,Weathers,0,.69,1.0,TEX,7.0,5.0,3.0,2.0,5.0,2.6,2.4,3.8,4.2,-0.4
6,6,TEX,0,MIA,2,6.0,0.0,29-30,2.0,Heaney,Rogers,0,.73,2.0,TEX,6.0,5.0,2.667,2.333,5.0,2.2,2.8,4.2,3.7,0.5
6,0,TEX,1,DET,0,1.0,2.0,29-31,2.0,Brieske,Leclerc,1,.79,-1.0,TEX,-1.0,4.667,0.667,4.0,4.4,2.2,2.2,3.9,2.8,1.1
6,1,TEX,1,DET,0,1.0,3.0,29-32,2.0,Flaherty,Dunning,1,.77,-2.0,TEX,-2.0,2.667,1.667,1.0,3.4,2.6,0.8,3.8,2.6,1.2
6,2,TEX,1,DET,2,9.0,1.0,30-32,2.0,Ureña,Wentz,1,.69,1.0,TEX,8.0,3.667,2.0,1.667,4.8,1.2,3.6,4.5,2.4,2.1
6,4,TEX,1,SFG,0,2.0,5.0,30-33,2.0,Webb,Robertson,1,.73,-1.0,TEX,-3.0,4.0,3.0,1.0,3.8,2.2,1.6,4.4,2.4,2.0
6,5,TEX,1,SFG,0,1.0,3.0,30-34,2.0,Miller,Heaney,0,.67,-2.0,TEX,-2.0,4.0,3.0,1.0,2.8,2.8,0.0,3.9,2.5,1.4
6,6,TEX,1,SFG,2,7.0,2.0,31-34,2.0,Eovaldi,Winn,0,.62,1.0,TEX,5.0,3.333,3.333,0.0,4.0,2.8,1.2,4.2,2.5,1.7
6,1,TEX,0,LAD,0,2.0,15.0,31-35,2.0,Paxton,Dunning,1,.62,-1.0,TEX,-13.0,3.333,6.667,-3.333,4.2,5.2,-1.0,3.8,3.9,-0.1
6,2,TEX,0,LAD,2,3.0,2.0,32-35,2.0,Latz,Buehler,1,.58,1.0,TEX,1.0,4.0,6.333,-2.333,3.0,5.4,-2.4,3.9,3.3,0.6
6,3,TEX,0,LAD,2,3.0,1.0,33-35,2.0,Lorenzen,Grove,1,.63,2.0,TEX,2.0,2.667,6.0,-3.333,3.2,4.6,-1.4,3.5,3.4,0.1
6,4,TEX,0,SEA,0,2.0,3.0,33-36,2.0,Castillo,Heaney,1,.95,-1.0,TEX,-1.0,2.667,2.0,0.667,3.4,4.6,-1.2,3.1,3.7,-0.6
6,5,TEX,0,SEA,0,5.0,7.0,33-37,2.0,Kirby,Eovaldi,0,.81,-2.0,TEX,-2.0,3.333,3.667,-0.333,3.0,5.6,-2.6,3.5,4.2,-0.7
6,6,TEX,0,SEA,0,0.0,5.0,33-38,2.0,Gilbert,Dunning,0,.74,-3.0,TEX,-5.0,2.333,5.0,-2.667,2.6,3.6,-1.0,3.4,4.4,-1.0
6,0,TEX,1,NYM,0,2.0,14.0,33-39,2.0,Peterson,Gray,1,.50,-4.0,TEX,-12.0,2.333,8.667,-6.333,2.4,6.0,-3.6,2.7,5.7,-3.0
6,1,TEX,1,NYM,0,6.0,7.0,33-40,2.0,Garrett,Yates,1,.41,-5.0,TEX,-1.0,2.667,8.667,-6.0,3.0,7.2,-4.2,3.1,5.9,-2.8
6,2,TEX,1,NYM,2,5.0,3.0,34-40,2.0,Ureña,Smith,1,.36,1.0,TEX,2.0,4.333,8.0,-3.667,3.6,7.2,-3.6,3.5,5.9,-2.4
6,4,TEX,1,KCR,2,6.0,2.0,35-40,3.0,Eovaldi,Schreiber,1,.49,2.0,TEX,4.0,5.667,4.0,1.667,3.8,6.2,-2.4,3.4,5.9,-2.5
6,5,TEX,1,KCR,2,6.0,0.0,36-40,3.0,Gray,Wacha,0,.56,3.0,TEX,6.0,5.667,1.667,4.0,5.0,5.2,-0.2,3.8,4.4,-0.6
6,6,TEX,1,KCR,2,4.0,0.0,37-40,3.0,Scherzer,Marsh,0,.59,4.0,TEX,4.0,5.333,0.667,4.667,5.4,2.4,3.0,3.9,4.2,-0.3
6,0,TEX,0,MIL,0,3.0,6.0,37-41,3.0,Peguero,Latz,1,.60,-1.0,TEX,-3.0,4.333,2.0,2.333,4.8,2.2,2.6,3.9,4.7,-0.8
6,1,TEX,0,MIL,0,1.0,3.0,37-42,3.0,Wilson,Heaney,1,.55,-2.0,TEX,-2.0,2.667,3.0,-0.333,4.0,2.2,1.8,3.8,4.7,-0.9
6,2,TEX,0,MIL,1,5.0,6.0,37-43,3.0,Koenig,Latz,0,.50,-3.0,TEX,-1.0,3.0,5.0,-2.0,3.8,3.0,0.8,3.8,4.6,-0.8
6,3,TEX,0,BAL,0,2.0,11.0,37-44,3.0,Burnes,Gray,1,.45,-4.0,TEX,-9.0,2.667,6.667,-4.0,3.0,5.2,-2.2,4.0,5.2,-1.2
6,4,TEX,0,BAL,0,1.0,2.0,37-45,3.0,Suárez,Scherzer,1,.37,-5.0,TEX,-1.0,2.667,6.333,-3.667,2.4,5.6,-3.2,3.9,4.0,-0.1
6,5,TEX,0,BAL,0,5.0,6.0,37-46,3.0,Povich,Lorenzen,1,.30,-6.0,TEX,-1.0,2.667,6.333,-3.667,2.8,5.6,-2.8,3.8,3.9,-0.1
6,6,TEX,0,BAL,2,11.0,2.0,38-46,3.0,Heaney,Irvin,1,.34,1.0,TEX,9.0,5.667,3.333,2.333,4.8,5.4,-0.6,4.4,3.8,0.6
7,1,TEX,1,SDP,2,7.0,0.0,39-46,3.0,Eovaldi,Cease,1,.32,2.0,TEX,7.0,7.667,2.667,5.0,5.2,4.2,1.0,4.5,3.6,0.9
7,2,TEX,1,SDP,0,4.0,6.0,39-47,3.0,Morejón,Dunning,1,.39,-1.0,TEX,-2.0,7.333,2.667,4.667,5.6,3.2,2.4,4.3,4.2,0.1
7,3,TEX,1,SDP,0,1.0,3.0,39-48,3.0,King,Scherzer,0,.31,-2.0,TEX,-2.0,4.0,3.0,1.0,5.6,3.4,2.2,4.0,4.5,-0.5
7,4,TEX,1,TBR,2,3.0,0.0,40-48,3.0,Lorenzen,Baz,1,.27,1.0,TEX,3.0,2.667,3.0,-0.333,5.2,2.2,3.0,4.0,3.9,0.1
7,5,TEX,1,TBR,2,4.0,3.0,41-48,3.0,Hernández,Kelly,0,.31,2.0,TEX,1.0,2.667,2.0,0.667,3.8,2.4,1.4,4.3,3.9,0.4
7,6,TEX,1,TBR,2,13.0,2.0,42-48,3.0,Eovaldi,Littell,0,.36,3.0,TEX,11.0,6.667,1.667,5.0,5.0,2.8,2.2,5.1,3.5,1.6
7,0,TEX,0,LAA,2,9.0,4.0,43-48,3.0,Gray,Daniel,1,.40,4.0,TEX,5.0,8.667,3.0,5.667,6.0,2.4,3.6,5.8,2.8,3.0
7,1,TEX,0,LAA,2,5.0,4.0,44-48,3.0,Leclerc,García,1,.50,5.0,TEX,1.0,9.0,3.333,5.667,6.8,2.6,4.2,6.2,3.0,3.2
7,2,TEX,0,LAA,0,2.0,7.0,44-49,3.0,Crouse,Lorenzen,1,.49,-1.0,TEX,-5.0,5.333,5.0,0.333,6.6,4.0,2.6,5.9,3.1,2.8
7,4,TEX,0,HOU,0,3.0,6.0,44-50,3.0,Brown,Heaney,1,.48,-2.0,TEX,-3.0,3.333,5.667,-2.333,6.4,4.6,1.8,5.1,3.5,1.6
7,5,TEX,0,HOU,2,2.0,1.0,45-50,3.0,Robertson,Scott,0,.40,1.0,TEX,1.0,2.333,4.667,-2.333,4.2,4.4,-0.2,4.6,3.6,1.0
7,6,TEX,0,HOU,2,4.0,2.0,46-50,3.0,Sborz,Blanco,0,.54,2.0,TEX,2.0,3.0,3.0,0.0,3.2,4.0,-0.8,4.6,3.2,1.4
7,4,TEX,1,BAL,0,1.0,9.0,46-51,3.0,Burnes,Eovaldi,1,.49,-1.0,TEX,-8.0,2.333,4.0,-1.667,2.4,5.0,-2.6,4.6,3.8,0.8
7,5,TEX,1,BAL,0,4.0,8.0,46-52,3.0,Rodriguez,Scherzer,1,.44,-2.0,TEX,-4.0,3.0,6.333,-3.333,2.8,5.2,-2.4,4.7,4.6,0.1
7,6,TEX,1,BAL,2,3.0,2.0,47-52,3.0,Heaney,Kremer,0,.36,1.0,TEX,1.0,2.667,6.333,-3.667,2.8,4.4,-1.6,4.6,4.5,0.1
7,0,TEX,1,CHW,3,4.0,3.0,48-52,3.0,Hernández,Wilson,1,.43,2.0,TEX,1.0,3.667,4.333,-0.667,3.2,4.8,-1.6,3.7,4.6,-0.9
7,1,TEX,1,CHW,2,3.0,2.0,49-52,3.0,Gray,Crochet,1,.52,3.0,TEX,1.0,3.333,2.333,1.0,3.0,4.8,-1.8,3.1,4.4,-1.3
7,2,TEX,1,CHW,2,10.0,2.0,50-52,3.0,Eovaldi,Flexen,1,.64,4.0,TEX,8.0,5.667,2.333,3.333,4.8,3.4,1.4,3.6,4.2,-0.6
7,3,TEX,1,CHW,2,2.0,1.0,51-52,3.0,Scherzer,Cannon,0,.70,5.0,TEX,1.0,5.0,1.667,3.333,4.4,2.0,2.4,3.6,3.6,0.0
7,4,TEX,0,TOR,1,5.0,6.0,51-53,3.0,Green,Sborz,1,.79,-1.0,TEX,-1.0,5.667,3.0,2.667,4.8,2.8,2.0,3.8,3.6,0.2
7,5,TEX,0,TOR,0,3.0,7.0,51-54,3.0,Gausman,Lorenzen,0,.67,-2.0,TEX,-4.0,3.333,4.667,-1.333,4.6,3.6,1.0,3.9,4.2,-0.3
7,6,TEX,0,TOR,0,3.0,7.0,51-55,3.0,Berríos,Hernández,0,.57,-3.0,TEX,-4.0,3.667,6.667,-3.0,4.6,4.6,0.0,3.8,4.7,-0.9
7,0,TEX,0,STL,2,6.0,3.0,52-55,3.0,Eovaldi,Pallante,1,.51,1.0,TEX,3.0,4.0,5.667,-1.667,3.8,4.8,-1.0,4.3,4.1,0.2
7,1,TEX,0,STL,0,1.0,8.0,52-56,3.0,Lynn,Scherzer,1,.61,-1.0,TEX,-7.0,3.333,6.0,-2.667,3.6,6.2,-2.6,4.0,4.1,-0.1
7,2,TEX,0,STL,0,1.0,10.0,52-57,3.0,McGreevy,Heaney,0,.51,-2.0,TEX,-9.0,2.667,7.0,-4.333,2.8,7.0,-4.2,3.8,4.9,-1.1
8,4,TEX,1,BOS,0,6.0,11.0,52-58,3.0,Crawford,Ureña,1,.44,-3.0,TEX,-5.0,2.667,9.667,-7.0,3.4,7.8,-4.4,4.0,5.7,-1.7
8,5,TEX,1,BOS,2,7.0,4.0,53-58,3.0,Leclerc,Houck,1,.35,1.0,TEX,3.0,4.667,8.333,-3.667,4.2,7.2,-3.0,4.4,5.9,-1.5
8,6,TEX,1,BOS,0,2.0,7.0,53-59,3.0,Booser,Eovaldi,0,.36,-1.0,TEX,-5.0,5.0,7.333,-2.333,3.4,8.0,-4.6,3.6,6.4,-2.8
8,0,TEX,1,HOU,3,4.0,3.0,54-59,3.0,Yates,Ferguson,1,.47,1.0,TEX,1.0,4.333,4.667,-0.333,4.0,7.0,-3.0,3.8,6.6,-2.8
8,1,TEX,1,HOU,0,2.0,4.0,54-60,3.0,Valdez,Mahle,1,.53,-1.0,TEX,-2.0,2.667,4.667,-2.0,4.2,5.8,-1.6,3.5,6.4,-2.9
8,2,TEX,1,HOU,0,4.0,6.0,54-61,3.0,Kikuchi,Ureña,0,.44,-2.0,TEX,-2.0,3.333,4.333,-1.0,3.8,4.8,-1.0,3.6,6.3,-2.7
8,5,TEX,0,NYY,0,0.0,8.0,54-62,3.0,Rodón,Eovaldi,0,.22,-3.0,TEX,-8.0,2.0,6.0,-4.0,2.4,5.6,-3.2,3.3,6.4,-3.1
8,5,TEX,0,NYY,2,9.0,4.0,55-62,3.0,Bradford,Weaver,0,.18,1.0,TEX,5.0,4.333,6.0,-1.667,3.8,5.0,-1.2,3.6,6.5,-2.9
8,6,TEX,0,NYY,0,7.0,8.0,55-63,3.0,Stroman,Heaney,0,.19,-1.0,TEX,-1.0,5.333,6.667,-1.333,4.4,6.0,-1.6,4.2,6.5,-2.3
8,0,TEX,0,BOS,1,4.0,5.0,55-64,3.0,Winckowski,Garabito,1,.14,-2.0,TEX,-1.0,6.667,5.667,1.0,4.8,6.2,-1.4,4.5,6.0,-1.5
8,1,TEX,0,BOS,0,4.0,9.0,55-65,3.0,Crawford,Ureña,1,.09,-3.0,TEX,-5.0,5.0,7.333,-2.333,4.8,6.8,-2.0,4.3,5.8,-1.5
8,2,TEX,0,BOS,2,9.0,7.0,56-65,3.0,Festa,Kelly,1,.07,1.0,TEX,2.0,5.667,7.0,-1.333,6.6,6.6,0.0,4.5,6.1,-1.6
8,3,TEX,1,MIN,0,2.0,3.0,56-66,3.0,Alcalá,Yates,1,.08,-1.0,TEX,-1.0,5.0,6.333,-1.333,5.2,6.4,-1.2,4.5,5.7,-1.2
8,4,TEX,1,MIN,0,3.0,4.0,56-67,3.0,Woods Richardson,Heaney,1,.04,-2.0,TEX,-1.0,4.667,4.667,0.0,4.4,5.6,-1.2,4.4,5.8,-1.4
8,5,TEX,1,MIN,0,2.0,5.0,56-68,3.0,Henriquez,Eovaldi,1,.04,-3.0,TEX,-3.0,2.333,4.0,-1.667,4.0,5.6,-1.6,4.4,5.9,-1.5
8,6,TEX,1,MIN,3,6.0,5.0,57-68,3.0,Chafin,Durán,0,.02,1.0,TEX,1.0,3.667,4.667,-1.0,4.4,4.8,-0.4,4.6,5.8,-1.2
8,0,TEX,1,PIT,2,4.0,3.0,58-68,3.0,Ureña,Ortiz,1,.02,2.0,TEX,1.0,4.0,4.333,-0.333,3.4,4.0,-0.6,5.0,5.3,-0.3
8,1,TEX,1,PIT,0,0.0,4.0,58-69,3.0,Keller,Bradford,1,.03,-1.0,TEX,-4.0,3.333,4.0,-0.667,3.0,4.2,-1.2,4.1,5.3,-1.2
8,2,TEX,1,PIT,3,1.0,0.0,59-69,3.0,Yates,Bednar,0,.02,1.0,TEX,1.0,1.667,2.333,-0.667,2.6,3.4,-0.8,3.5,4.5,-1.0
8,4,TEX,0,CLE,2,5.0,3.0,60-69,3.0,Eovaldi,Bibee,1,.02,2.0,TEX,2.0,2.0,2.333,-0.333,3.2,3.0,0.2,3.6,4.3,-0.7
8,5,TEX,0,CLE,0,5.0,13.0,60-70,3.0,Lively,Gray,1,.05,-1.0,TEX,-8.0,3.667,5.333,-1.667,3.0,4.6,-1.6,3.7,4.7,-1.0
8,6,TEX,0,CLE,0,2.0,4.0,60-71,3.0,Boyd,Bradford,0,.03,-2.0,TEX,-2.0,4.0,6.667,-2.667,2.6,4.8,-2.2,3.0,4.4,-1.4
8,1,TEX,0,CHW,2,3.0,1.0,61-71,3.0,Festa,Flexen,0,+,,TEX,2.0,3.333,6.0,-2.667,3.2,4.2,-1.0,3.1,4.2,-1.1
8,2,TEX,0,CHW,2,4.0,3.0,62-71,3.0,Ureña,Anderson,1,.04,2.0,TEX,1.0,3.0,2.667,0.333,3.8,4.8,-1.0,3.2,4.1,-0.9
8,3,TEX,0,CHW,2,2.0,1.0,63-71,3.0,Eovaldi,Nastrini,0,.03,3.0,TEX,1.0,3.0,1.667,1.333,3.2,4.4,-1.2,3.2,3.7,-0.5
8,4,TEX,1,OAK,0,2.0,9.0,63-72,3.0,Sears,Gray,1,.04,-1.0,TEX,-7.0,2.667,4.333,-1.667,2.6,3.6,-1.0,2.8,4.1,-1.3
8,5,TEX,1,OAK,3,3.0,2.0,64-72,3.0,Yates,Ferguson,1,.02,1.0,TEX,1.0,2.333,4.0,-1.667,2.8,3.2,-0.4,2.7,4.0,-1.3
9,6,TEX,1,OAK,3,6.0,4.0,65-72,3.0,Festa,Miller,0,.02,2.0,TEX,2.0,3.667,5.0,-1.333,3.4,3.8,-0.4,3.3,4.0,-0.7
9,0,TEX,1,NYY,0,4.0,8.0,65-73,3.0,Cole,Leiter,1,.03,-1.0,TEX,-4.0,4.333,4.667,-0.333,3.4,4.8,-1.4,3.6,4.8,-1.2
9,1,TEX,1,NYY,3,7.0,4.0,66-73,3.0,Pennington,Holmes,1,.02,1.0,TEX,3.0,5.667,5.333,0.333,4.4,5.4,-1.0,3.8,4.9,-1.1
9,2,TEX,1,NYY,2,10.0,6.0,67-73,3.0,Eovaldi,Stroman,1,.04,2.0,TEX,4.0,7.0,6.0,1.0,6.0,4.8,1.2,4.3,4.2,0.1
9,3,TEX,1,LAA,2,3.0,1.0,68-73,3.0,Bradford,Kochanowicz,1,.06,3.0,TEX,2.0,6.667,3.667,3.0,6.0,4.6,1.4,4.4,3.9,0.5
9,4,TEX,1,LAA,0,1.0,5.0,68-74,3.0,Aldegheri,Garabito,1,.08,-1.0,TEX,-4.0,4.667,4.0,0.667,5.0,4.8,0.2,4.2,4.3,-0.1
9,5,TEX,1,LAA,2,6.0,4.0,69-74,3.0,Leclerc,Mederos,1,.03,1.0,TEX,2.0,3.333,3.333,0.0,5.4,4.0,1.4,4.4,4.4,0.0
9,6,TEX,1,LAA,2,7.0,4.0,70-74,3.0,Heaney,Dana,0,.03,2.0,TEX,3.0,4.667,4.333,0.333,5.4,4.0,1.4,4.9,4.7,0.2
9,1,TEX,0,ARI,0,0.0,6.0,70-75,3.0,Gallen,Eovaldi,1,.06,-1.0,TEX,-6.0,4.333,4.667,-0.333,3.4,4.0,-0.6,4.7,4.4,0.3
9,2,TEX,0,ARI,0,4.0,14.0,70-76,3.0,Floro,Bradford,0,.03,-2.0,TEX,-10.0,3.667,8.0,-4.333,3.6,6.6,-3.0,4.8,5.6,-0.8
9,3,TEX,0,SEA,2,5.0,4.0,71-76,3.0,Festa,Snider,1,.02,1.0,TEX,1.0,3.0,8.0,-5.0,4.4,6.4,-2.0,4.7,5.6,-0.9
9,4,TEX,0,SEA,0,4.0,5.0,71-77,3.0,Chargois,Robertson,1,.03,-1.0,TEX,-1.0,4.333,7.667,-3.333,4.0,6.6,-2.6,4.7,5.3,-0.6
9,5,TEX,0,SEA,1,4.0,5.0,71-78,3.0,Muñoz,Leclerc,1,.01,-2.0,TEX,-1.0,4.333,4.667,-0.333,3.4,6.8,-3.4,4.4,5.4,-1.0
9,6,TEX,0,SEA,0,0.0,7.0,71-79,3.0,Kirby,Heaney,0,.00,-3.0,TEX,-7.0,2.667,5.667,-3.0,3.4,7.0,-3.6,3.4,5.5,-2.1
9,1,TEX,1,TOR,2,13.0,8.0,72-79,3.0,Festa,Nance,1,.00,1.0,TEX,5.0,5.667,6.667,-1.0,5.2,5.8,-0.6,4.4,6.2,-1.8
9,2,TEX,1,TOR,2,2.0,0.0,73-79,3.0,Bradford,Francis,1,.00,2.0,TEX,2.0,5.0,5.0,0.0,4.6,5.0,-0.4,4.5,5.7,-1.2
9,3,TEX,1,TOR,0,0.0,4.0,73-80,3.0,Gausman,Rocker,0,.00,-1.0,TEX,-4.0,5.0,4.0,1.0,3.8,4.8,-1.0,3.9,5.7,-1.8
9,4,TEX,1,SEA,0,2.0,8.0,73-81,3.0,Kirby,Leiter,1,.00,-2.0,TEX,-6.0,1.333,4.0,-2.667,3.4,5.4,-2.0,3.4,6.1,-2.7
9,5,TEX,1,SEA,0,4.0,8.0,73-82,3.0,Hancock,Chafin,1,.00,-3.0,TEX,-4.0,2.0,6.667,-4.667,4.2,5.6,-1.4,3.8,6.3,-2.5
9,6,TEX,1,SEA,3,6.0,5.0,74-82,3.0,Yates,Muñoz,0,.00,1.0,TEX,1.0,4.0,7.0,-3.0,2.8,5.0,-2.2,4.0,5.4,-1.4
9,1,TEX,0,OAK,1,4.0,5.0,74-83,3.0,Miller,Sborz,1,.00,-1.0,TEX,-1.0,4.667,6.0,-1.333,3.2,6.0,-2.8,3.9,5.5,-1.6
9,2,TEX,0,OAK,2,5.0,1.0,75-83,3.0,Festa,Basso,1,.00,1.0,TEX,4.0,5.0,3.667,1.333,4.2,5.4,-1.2,4.0,5.1,-1.1
9,3,TEX,0,OAK,0,2.0,3.0,75-84,3.0,Ginn,Rocker,0,.00,-1.0,TEX,-1.0,3.667,3.0,0.667,4.2,4.4,-0.2,3.8,4.9,-1.1
9,4,TEX,0,LAA,2,5.0,2.0,76-84,3.0,Robert,Detmers,1,.00,1.0,TEX,3.0,4.0,2.0,2.0,4.4,3.2,1.2,4.3,4.4,-0.1
9,5,TEX,0,LAA,2,9.0,8.0,77-84,3.0,Dunning,Quijada,1,.00,2.0,TEX,1.0,5.333,4.333,1.0,5.0,3.8,1.2,3.9,4.4,-0.5
9,6,TEX,0,LAA,2,8.0,0.0,78-84,3.0,Eovaldi,Kochanowicz,0,.00,3.0,TEX,8.0,7.333,3.333,4.0,5.8,2.8,3.0,4.5,4.4,0.1
