Month,DayofWeek,Tm,Home_Away,Opp,W/L,R,RA,W-L,Rank,D/N,cLI,Streak,Boxscore,Run_Diff,Avg_R_MA3,Avg_Ra_MA3,RunDiff_MA3,Avg_R_MA5,Avg_Ra_MA5,RunDiff_MA5,Avg_R_MA10,Avg_Ra_MA10,RunDiff_MA10,Opp_Month,Opp_DayofWeek,Opp_Rank,Opp_cLI,Opp_Streak,Opp_Boxscore,Opp_Run_Diff,Opp_Avg_R_MA3,Opp_Avg_Ra_MA3,Opp_RunDiff_MA3,Opp_Avg_R_MA5,Opp_Avg_Ra_MA5,Opp_RunDiff_MA5,Opp_Avg_R_MA10,Opp_Avg_Ra_MA10,Opp_RunDiff_MA10
7,2,TBR,0,NYY,1,5.0,1.0,65-44,2.0,1,1.33,2,https://www.baseball-reference.com/boxes/NYA/NYA202307310.shtml,4.0,5.667,6.667,-1.0,4.4,6.0,-1.6,4.0,4.6,-0.6,7,2,5.0,0.8,-2,https://www.baseball-reference.com/boxes/NYA/NYA202307310.shtml,-4.0,4.0,5.667,-1.667,3.0,3.8,-0.8,3.9,4.6,-0.7
8,3,TBR,0,NYY,1,5.0,2.0,66-44,2.0,1,1.27,3,https://www.baseball-reference.com/boxes/NYA/NYA202308010.shtml,3.0,6.0,1.667,4.333,5.2,5.0,0.2,4.2,4.4,-0.2,8,3,5.0,0.66,-3,https://www.baseball-reference.com/boxes/NYA/NYA202308010.shtml,-3.0,2.0,6.333,-4.333,2.8,4.6,-1.8,3.8,4.4,-0.6
8,4,TBR,0,NYY,0,2.0,7.0,66-45,2.0,1,1.18,-1,https://www.baseball-reference.com/boxes/NYA/NYA202308020.shtml,-5.0,4.0,3.333,0.667,4.8,5.8,-1.0,4.1,5.1,-1.0,8,4,5.0,0.55,1,https://www.baseball-reference.com/boxes/NYA/NYA202308020.shtml,5.0,3.333,4.0,-0.667,4.2,4.8,-0.6,4.0,4.2,-0.2
8,6,TBR,0,DET,1,8.0,0.0,67-45,2.0,1,1.19,1,https://www.baseball-reference.com/boxes/DET/DET202308040.shtml,8.0,5.0,3.0,2.0,5.6,2.4,3.2,4.4,4.5,-0.1,8,6,3.0,0.27,-1,https://www.baseball-reference.com/boxes/DET/DET202308040.shtml,-8.0,2.333,5.0,-2.667,3.6,4.6,-1.0,3.8,5.4,-1.6
8,0,TBR,0,DET,0,2.0,4.0,67-46,2.0,0,1.15,-1,https://www.baseball-reference.com/boxes/DET/DET202308050.shtml,-2.0,4.0,3.667,0.333,4.4,2.8,1.6,4.3,4.4,-0.1,8,0,3.0,0.19,1,https://www.baseball-reference.com/boxes/DET/DET202308050.shtml,2.0,3.333,4.333,-1.0,3.4,5.0,-1.6,3.7,5.5,-1.8
8,1,TBR,0,DET,1,10.0,6.0,68-46,2.0,0,1.11,1,https://www.baseball-reference.com/boxes/DET/DET202308060.shtml,4.0,6.667,3.333,3.333,5.4,3.8,1.6,4.9,4.9,0.0,8,1,3.0,0.22,-1,https://www.baseball-reference.com/boxes/DET/DET202308060.shtml,-4.0,3.333,6.667,-3.333,3.4,5.4,-2.0,3.7,5.8,-2.1
8,3,TBR,1,STL,1,4.0,2.0,69-46,2.0,1,1.1,2,https://www.baseball-reference.com/boxes/TBA/TBA202308080.shtml,2.0,5.333,4.0,1.333,5.2,3.8,1.4,5.2,4.4,0.8,8,3,5.0,0.03,-2,https://www.baseball-reference.com/boxes/TBA/TBA202308080.shtml,-2.0,2.667,2.333,0.333,3.0,4.2,-1.2,3.0,3.5,-0.5
8,4,TBR,1,STL,0,4.0,6.0,69-47,2.0,1,1.14,-1,https://www.baseball-reference.com/boxes/TBA/TBA202308090.shtml,-2.0,6.0,4.667,1.333,5.6,3.6,2.0,5.2,4.7,0.5,8,4,5.0,0.02,1,https://www.baseball-reference.com/boxes/TBA/TBA202308090.shtml,2.0,2.667,3.0,-0.333,3.6,4.0,-0.4,3.4,3.6,-0.2
8,5,TBR,1,STL,0,2.0,5.0,69-48,2.0,1,1.25,-2,https://www.baseball-reference.com/boxes/TBA/TBA202308100.shtml,-3.0,3.333,4.333,-1.0,4.4,4.6,-0.2,5.0,3.5,1.5,8,5,5.0,0.03,2,https://www.baseball-reference.com/boxes/TBA/TBA202308100.shtml,3.0,4.333,3.333,1.0,3.8,2.6,1.2,3.8,3.3,0.5
8,6,TBR,1,CLE,1,9.0,8.0,70-48,2.0,1,1.23,1,https://www.baseball-reference.com/boxes/TBA/TBA202308110.shtml,1.0,5.0,6.333,-1.333,5.8,5.4,0.4,5.1,4.1,1.0,8,6,2.0,0.69,-1,https://www.baseball-reference.com/boxes/TBA/TBA202308110.shtml,-1.0,4.0,4.333,-0.333,2.8,3.2,-0.4,2.7,3.5,-0.8
8,0,TBR,1,CLE,1,6.0,5.0,71-48,2.0,0,1.27,2,https://www.baseball-reference.com/boxes/TBA/TBA202308120.shtml,1.0,5.667,6.0,-0.333,5.0,5.2,-0.2,5.2,4.5,0.7,8,0,2.0,0.69,-2,https://www.baseball-reference.com/boxes/TBA/TBA202308120.shtml,-1.0,5.667,6.0,-0.333,3.6,3.8,-0.2,3.2,3.9,-0.7
8,1,TBR,1,CLE,0,2.0,9.0,71-49,2.0,0,1.14,-1,https://www.baseball-reference.com/boxes/TBA/TBA202308130.shtml,-7.0,5.667,7.333,-1.667,4.6,6.6,-2.0,4.9,5.2,-0.3,8,1,2.0,0.58,1,https://www.baseball-reference.com/boxes/TBA/TBA202308130.shtml,7.0,7.333,5.667,1.667,5.2,4.2,1.0,3.9,3.8,0.1
8,2,TBR,0,SFG,1,10.0,2.0,72-49,2.0,1,1.16,1,https://www.baseball-reference.com/boxes/SFN/SFN202308140.shtml,8.0,6.0,5.333,0.667,5.8,5.8,0.0,5.7,4.7,1.0,8,2,2.0,1.22,-1,https://www.baseball-reference.com/boxes/SFN/SFN202308140.shtml,-8.0,2.667,7.0,-4.333,2.0,5.4,-3.4,3.1,4.7,-1.6
8,3,TBR,0,SFG,0,0.0,7.0,72-50,2.0,1,1.04,-1,https://www.baseball-reference.com/boxes/SFN/SFN202308150.shtml,-7.0,4.0,6.0,-2.0,5.4,6.2,-0.8,4.9,5.4,-0.5,8,3,2.0,1.2,1,https://www.baseball-reference.com/boxes/SFN/SFN202308150.shtml,7.0,4.0,4.0,0.0,3.2,4.6,-1.4,3.7,4.7,-1.0
8,4,TBR,0,SFG,1,6.0,1.0,73-50,2.0,0,1.13,1,https://www.baseball-reference.com/boxes/SFN/SFN202308160.shtml,5.0,5.333,3.333,2.0,4.8,4.8,0.0,5.3,5.1,0.2,8,4,2.0,1.15,-1,https://www.baseball-reference.com/boxes/SFN/SFN202308160.shtml,-5.0,3.333,5.333,-2.0,3.2,5.4,-2.2,3.7,5.1,-1.4
8,6,TBR,0,LAA,1,9.0,6.0,74-50,2.0,1,1.21,2,https://www.baseball-reference.com/boxes/ANA/ANA202308180.shtml,3.0,5.0,4.667,0.333,5.4,5.0,0.4,5.2,5.1,0.1,8,6,4.0,0.11,-1,https://www.baseball-reference.com/boxes/ANA/ANA202308180.shtml,-3.0,3.667,5.333,-1.667,2.6,5.8,-3.2,3.3,6.5,-3.2
8,0,TBR,0,LAA,0,6.0,7.0,74-51,2.0,0,1.12,-1,https://www.baseball-reference.com/boxes/ANA/ANA202308191.shtml,-1.0,7.0,4.667,2.333,6.2,4.6,1.6,5.4,5.6,-0.2,8,0,4.0,0.09,1,https://www.baseball-reference.com/boxes/ANA/ANA202308191.shtml,1.0,5.0,5.0,0.0,3.6,6.8,-3.2,3.7,6.3,-2.6
8,0,TBR,0,LAA,1,18.0,4.0,75-51,2.0,1,1.15,1,https://www.baseball-reference.com/boxes/ANA/ANA202308192.shtml,14.0,11.0,5.667,5.333,7.8,5.0,2.8,6.8,5.4,1.4,8,0,4.0,0.09,1,https://www.baseball-reference.com/boxes/ANA/ANA202308191.shtml,1.0,5.0,5.0,0.0,3.6,6.8,-3.2,3.7,6.3,-2.6
8,3,TBR,1,COL,1,12.0,4.0,76-51,2.0,1,1.06,2,https://www.baseball-reference.com/boxes/TBA/TBA202308220.shtml,8.0,12.0,5.0,7.0,10.2,4.4,5.8,7.8,5.3,2.5,8,3,5.0,0.0,-2,https://www.baseball-reference.com/boxes/TBA/TBA202308220.shtml,-8.0,6.667,9.0,-2.333,8.2,7.4,0.8,5.7,6.7,-1.0
8,4,TBR,1,COL,1,6.0,5.0,77-51,2.0,1,1.16,3,https://www.baseball-reference.com/boxes/TBA/TBA202308230.shtml,1.0,12.0,4.333,7.667,10.2,5.2,5.0,7.5,5.0,2.5,8,4,5.0,0.0,-3,https://www.baseball-reference.com/boxes/TBA/TBA202308230.shtml,-1.0,4.667,9.333,-4.667,7.8,6.8,1.0,6.1,6.7,-0.6
8,5,TBR,1,COL,1,5.0,3.0,78-51,2.0,0,1.1,4,https://www.baseball-reference.com/boxes/TBA/TBA202308240.shtml,2.0,7.667,4.0,3.667,9.4,4.6,4.8,7.4,4.8,2.6,8,5,5.0,0.0,-4,https://www.baseball-reference.com/boxes/TBA/TBA202308240.shtml,-2.0,4.0,7.667,-3.667,5.6,7.6,-2.0,6.3,6.8,-0.5
8,6,TBR,1,NYY,0,2.0,6.0,78-52,2.0,1,1.0,-1,https://www.baseball-reference.com/boxes/TBA/TBA202308250.shtml,-4.0,4.333,4.667,-0.333,8.6,4.4,4.2,7.4,4.5,2.9,8,6,5.0,0.04,1,https://www.baseball-reference.com/boxes/TBA/TBA202308250.shtml,4.0,6.667,3.0,3.667,5.2,3.4,1.8,3.3,5.1,-1.8
8,0,TBR,1,NYY,1,3.0,0.0,79-52,2.0,0,0.94,1,https://www.baseball-reference.com/boxes/TBA/TBA202308260.shtml,3.0,3.333,3.0,0.333,5.6,3.6,2.0,6.7,4.3,2.4,8,0,5.0,0.05,-1,https://www.baseball-reference.com/boxes/TBA/TBA202308260.shtml,-3.0,3.667,3.667,0.0,4.2,2.8,1.4,3.0,4.3,-1.3
8,1,TBR,1,NYY,1,7.0,4.0,80-52,2.0,0,0.91,2,https://www.baseball-reference.com/boxes/TBA/TBA202308270.shtml,3.0,4.0,3.333,0.667,4.6,3.6,1.0,7.4,4.0,3.4,8,1,5.0,0.02,-2,https://www.baseball-reference.com/boxes/TBA/TBA202308270.shtml,-3.0,3.333,4.0,-0.667,4.8,3.8,1.0,3.4,4.5,-1.1
8,3,TBR,0,MIA,1,11.0,2.0,81-52,2.0,1,0.96,3,https://www.baseball-reference.com/boxes/MIA/MIA202308290.shtml,9.0,7.0,2.0,5.0,5.6,3.0,2.6,7.9,4.1,3.8,8,3,3.0,0.79,-1,https://www.baseball-reference.com/boxes/MIA/MIA202308290.shtml,-9.0,2.0,5.0,-3.0,2.0,5.2,-3.2,2.8,4.1,-1.3
8,4,TBR,0,MIA,1,3.0,0.0,82-52,2.0,1,0.98,4,https://www.baseball-reference.com/boxes/MIA/MIA202308300.shtml,3.0,7.0,2.0,5.0,5.2,2.4,2.8,7.3,3.5,3.8,8,4,3.0,0.63,-2,https://www.baseball-reference.com/boxes/MIA/MIA202308300.shtml,-3.0,1.333,5.0,-3.667,2.0,5.0,-3.0,1.7,4.1,-2.4
9,6,TBR,0,CLE,0,2.0,3.0,82-53,2.0,1,1.06,-1,https://www.baseball-reference.com/boxes/CLE/CLE202309010.shtml,-1.0,5.333,1.667,3.667,5.2,1.8,3.4,6.9,3.1,3.8,9,6,2.0,0.61,3,https://www.baseball-reference.com/boxes/CLE/CLE202309010.shtml,1.0,4.0,2.0,2.0,5.6,4.6,1.0,4.8,5.1,-0.3
9,0,TBR,0,CLE,0,6.0,7.0,82-54,2.0,1,1.06,-2,https://www.baseball-reference.com/boxes/CLE/CLE202309020.shtml,-1.0,3.667,3.333,0.333,5.8,3.2,2.6,5.7,3.4,2.3,9,0,2.0,0.59,4,https://www.baseball-reference.com/boxes/CLE/CLE202309020.shtml,1.0,5.0,3.333,1.667,5.0,4.4,0.6,4.7,5.4,-0.7
9,1,TBR,0,CLE,1,6.0,2.0,83-54,2.0,0,0.95,1,https://www.baseball-reference.com/boxes/CLE/CLE202309030.shtml,4.0,4.667,4.0,0.667,5.6,2.8,2.8,5.1,3.2,1.9,9,1,2.0,0.56,-1,https://www.baseball-reference.com/boxes/CLE/CLE202309030.shtml,-4.0,4.0,4.667,-0.667,4.2,3.6,0.6,4.8,5.4,-0.6
9,2,TBR,1,BOS,0,3.0,7.0,83-55,2.0,0,0.93,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309040.shtml,-4.0,5.0,5.333,-0.333,4.0,3.8,0.2,4.8,3.4,1.4,9,2,4.0,0.4,3,https://www.baseball-reference.com/boxes/TBA/TBA202309040.shtml,4.0,7.667,3.667,4.0,5.8,6.2,-0.4,5.2,6.9,-1.7
9,3,TBR,1,BOS,1,8.0,6.0,84-55,2.0,1,0.76,1,https://www.baseball-reference.com/boxes/TBA/TBA202309050.shtml,2.0,5.667,5.0,0.667,5.0,5.0,0.0,5.1,3.7,1.4,9,3,4.0,0.5,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309050.shtml,-2.0,6.667,4.667,2.0,6.2,6.4,-0.2,5.4,7.0,-1.6
9,4,TBR,1,BOS,1,3.0,1.0,85-55,2.0,1,0.71,2,https://www.baseball-reference.com/boxes/TBA/TBA202309060.shtml,2.0,4.667,4.667,0.0,5.2,4.6,0.6,5.2,3.2,2.0,9,4,4.0,0.35,-2,https://www.baseball-reference.com/boxes/TBA/TBA202309060.shtml,-2.0,4.667,4.667,0.0,6.0,4.4,1.6,4.7,6.8,-2.1
9,5,TBR,1,SEA,0,0.0,1.0,85-56,2.0,1,0.68,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309070.shtml,-1.0,3.667,2.667,1.0,4.0,3.4,0.6,4.9,3.3,1.6,9,5,2.0,2.14,2,https://www.baseball-reference.com/boxes/TBA/TBA202309070.shtml,1.0,5.0,3.667,1.333,4.2,4.6,-0.4,4.3,3.9,0.4
9,6,TBR,1,SEA,1,7.0,4.0,86-56,2.0,1,0.61,1,https://www.baseball-reference.com/boxes/TBA/TBA202309080.shtml,3.0,3.333,2.0,1.333,4.2,3.8,0.4,4.9,3.3,1.6,9,6,2.0,2.03,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309080.shtml,-3.0,4.333,3.667,0.667,4.4,4.8,-0.4,4.0,4.6,-0.6
9,0,TBR,1,SEA,1,7.0,5.0,87-56,2.0,0,0.62,2,https://www.baseball-reference.com/boxes/TBA/TBA202309090.shtml,2.0,4.667,3.333,1.333,5.0,3.4,1.6,4.5,3.6,0.9,9,0,2.0,2.09,-2,https://www.baseball-reference.com/boxes/TBA/TBA202309090.shtml,-2.0,3.333,4.667,-1.333,4.8,5.0,-0.2,4.4,5.0,-0.6
9,1,TBR,1,SEA,1,6.0,3.0,88-56,2.0,0,0.55,3,https://www.baseball-reference.com/boxes/TBA/TBA202309100.shtml,3.0,6.667,4.0,2.667,4.6,2.8,1.8,4.8,3.9,0.9,9,1,2.0,2.26,-3,https://www.baseball-reference.com/boxes/TBA/TBA202309100.shtml,-3.0,4.0,6.667,-2.667,4.2,4.8,-0.6,4.2,5.2,-1.0
9,2,TBR,0,MIN,1,7.0,4.0,89-56,2.0,1,0.73,4,https://www.baseball-reference.com/boxes/MIN/MIN202309110.shtml,3.0,6.667,4.0,2.667,5.4,3.4,2.0,5.3,4.0,1.3,9,2,1.0,0.18,-2,https://www.baseball-reference.com/boxes/MIN/MIN202309110.shtml,-3.0,4.0,4.333,-0.333,3.6,3.4,0.2,6.5,4.0,2.5
9,3,TBR,0,MIN,0,2.0,3.0,89-57,2.0,1,0.69,-1,https://www.baseball-reference.com/boxes/MIN/MIN202309120.shtml,-1.0,5.0,3.333,1.667,5.8,3.8,2.0,4.9,3.6,1.3,9,3,1.0,0.17,1,https://www.baseball-reference.com/boxes/MIN/MIN202309120.shtml,1.0,2.333,3.667,-1.333,4.0,3.4,0.6,6.3,4.1,2.2
9,4,TBR,0,MIN,1,5.0,4.0,90-57,2.0,0,0.71,1,https://www.baseball-reference.com/boxes/MIN/MIN202309130.shtml,1.0,4.667,3.667,1.0,5.4,3.8,1.6,4.8,3.8,1.0,9,4,1.0,0.16,-1,https://www.baseball-reference.com/boxes/MIN/MIN202309130.shtml,-1.0,3.667,4.667,-1.0,3.8,4.0,-0.2,5.8,3.9,1.9
9,5,TBR,0,BAL,1,4.0,3.0,91-57,2.0,1,1.94,2,https://www.baseball-reference.com/boxes/BAL/BAL202309140.shtml,1.0,3.667,3.333,0.333,4.8,3.4,1.4,4.9,3.4,1.5,9,5,1.0,1.94,-3,https://www.baseball-reference.com/boxes/BAL/BAL202309140.shtml,-1.0,1.667,3.333,-1.667,3.8,4.4,-0.6,6.4,4.6,1.8
9,6,TBR,0,BAL,1,7.0,1.0,92-57,1.0,1,2.59,3,https://www.baseball-reference.com/boxes/BAL/BAL202309150.shtml,6.0,5.333,2.667,2.667,5.0,3.0,2.0,4.8,2.9,1.9,9,6,1.0,2.59,-4,https://www.baseball-reference.com/boxes/BAL/BAL202309150.shtml,-6.0,1.333,4.0,-2.667,3.4,4.4,-1.0,5.9,5.0,0.9
9,0,TBR,0,BAL,0,0.0,8.0,92-58,2.0,1,3.13,-1,https://www.baseball-reference.com/boxes/BAL/BAL202309160.shtml,-8.0,3.667,4.0,-0.333,3.6,3.8,-0.2,4.5,3.6,0.9,9,0,1.0,3.13,1,https://www.baseball-reference.com/boxes/BAL/BAL202309160.shtml,8.0,4.0,3.667,0.333,2.8,3.4,-0.6,6.2,4.6,1.6
9,1,TBR,0,BAL,0,4.0,5.0,92-59,2.0,0,3.02,-2,https://www.baseball-reference.com/boxes/BAL/BAL202309170.shtml,-1.0,3.667,4.667,-1.0,4.0,4.2,-0.2,4.9,4.0,0.9,9,1,1.0,3.03,2,https://www.baseball-reference.com/boxes/BAL/BAL202309170.shtml,1.0,4.667,3.667,1.0,3.4,3.2,0.2,5.7,4.7,1.0
9,3,TBR,1,LAA,1,6.0,2.0,93-59,2.0,1,0.84,1,https://www.baseball-reference.com/boxes/TBA/TBA202309190.shtml,4.0,3.333,5.0,-1.667,4.2,3.8,0.4,4.8,3.8,1.0,9,3,4.0,0.0,-6,https://www.baseball-reference.com/boxes/TBA/TBA202309190.shtml,-4.0,3.0,5.333,-2.333,2.6,6.0,-3.4,3.2,5.2,-2.0
9,4,TBR,1,LAA,0,3.0,8.0,93-60,2.0,1,0.79,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309200.shtml,-5.0,4.333,5.0,-0.667,4.0,4.8,-0.8,4.4,4.1,0.3,9,4,4.0,0.0,1,https://www.baseball-reference.com/boxes/TBA/TBA202309200.shtml,5.0,4.333,4.667,-0.333,3.8,6.0,-2.2,3.7,4.9,-1.2
9,5,TBR,1,LAA,1,5.0,4.0,94-60,2.0,0,0.75,1,https://www.baseball-reference.com/boxes/TBA/TBA202309210.shtml,1.0,4.667,4.667,0.0,3.6,5.4,-1.8,4.3,4.2,0.1,9,5,4.0,0.0,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309210.shtml,-1.0,4.667,4.667,0.0,4.2,4.8,-0.6,3.5,5.2,-1.7
9,6,TBR,1,TOR,0,2.0,6.0,94-61,2.0,1,1.22,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309220.shtml,-4.0,3.333,6.0,-2.667,4.0,5.0,-1.0,3.8,4.4,-0.6,9,6,3.0,1.34,1,https://www.baseball-reference.com/boxes/TBA/TBA202309220.shtml,4.0,5.0,2.667,2.333,5.0,2.2,2.8,3.7,3.9,-0.2
9,0,TBR,1,TOR,1,7.0,6.0,95-61,2.0,0,1.15,1,https://www.baseball-reference.com/boxes/TBA/TBA202309230.shtml,1.0,4.667,5.333,-0.667,4.6,5.2,-0.6,4.3,4.7,-0.4,9,0,3.0,0.79,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309230.shtml,-1.0,5.0,4.667,0.333,5.6,3.2,2.4,4.0,4.0,0.0
9,1,TBR,1,TOR,0,5.0,9.0,95-62,2.0,0,1.07,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309240.shtml,-4.0,4.667,7.0,-2.333,4.4,6.6,-2.2,4.3,5.2,-0.9,9,1,3.0,0.83,1,https://www.baseball-reference.com/boxes/TBA/TBA202309240.shtml,4.0,7.0,4.667,2.333,6.0,4.0,2.0,4.9,3.5,1.4
9,3,TBR,0,BOS,1,9.0,7.0,96-62,2.0,1,0.32,1,https://www.baseball-reference.com/boxes/BOS/BOS202309260.shtml,2.0,7.0,7.333,-0.333,5.6,6.4,-0.8,4.8,5.6,-0.8,9,3,4.0,0.5,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309050.shtml,-2.0,6.667,4.667,2.0,6.2,6.4,-0.2,5.4,7.0,-1.6
9,4,TBR,0,BOS,1,5.0,0.0,97-62,2.0,1,0.24,2,https://www.baseball-reference.com/boxes/BOS/BOS202309270.shtml,5.0,6.333,5.333,1.0,5.6,5.6,0.0,4.6,5.5,-0.9,9,4,4.0,0.35,-2,https://www.baseball-reference.com/boxes/TBA/TBA202309060.shtml,-2.0,4.667,4.667,0.0,6.0,4.4,1.6,4.7,6.8,-2.1
9,6,TBR,0,TOR,0,4.0,11.0,97-63,2.0,1,0.03,-1,https://www.baseball-reference.com/boxes/TOR/TOR202309290.shtml,-7.0,6.0,6.0,0.0,6.0,6.6,-0.6,5.0,5.8,-0.8,9,6,3.0,1.34,1,https://www.baseball-reference.com/boxes/TBA/TBA202309220.shtml,4.0,5.0,2.667,2.333,5.0,2.2,2.8,3.7,3.9,-0.2
9,0,TBR,0,TOR,1,7.0,5.0,98-63,2.0,0,0.01,1,https://www.baseball-reference.com/boxes/TOR/TOR202309300.shtml,2.0,5.333,5.333,0.0,6.0,6.4,-0.4,5.3,5.8,-0.5,9,0,3.0,0.79,-1,https://www.baseball-reference.com/boxes/TBA/TBA202309230.shtml,-1.0,5.0,4.667,0.333,5.6,3.2,2.4,4.0,4.0,0.0
10,1,TBR,0,TOR,1,12.0,8.0,99-63,2.0,0,0.02,2,https://www.baseball-reference.com/boxes/TOR/TOR202310010.shtml,4.0,7.667,8.0,-0.333,7.4,6.2,1.2,5.9,6.4,-0.5,10,1,3.0,0.07,-2,https://www.baseball-reference.com/boxes/TOR/TOR202310010.shtml,-4.0,8.0,7.667,0.333,6.0,5.8,0.2,5.4,5.0,0.4
3,5,CHW,0,HOU,1,3.0,2.0,1-0,1.0,1,0.94,1,https://www.baseball-reference.com/boxes/HOU/HOU202303300.shtml,1.0,7.333,5.0,2.333,6.2,5.2,1.0,5.9,5.8,0.1,3,5,4.0,0.92,-1,https://www.baseball-reference.com/boxes/HOU/HOU202303300.shtml,-1.0,6.0,4.0,2.0,5.2,4.0,1.2,6.0,3.7,2.3
3,6,CHW,0,HOU,0,3.0,6.0,1-1,2.0,1,1.01,-1,https://www.baseball-reference.com/boxes/HOU/HOU202303310.shtml,-3.0,6.0,5.333,0.667,5.8,6.4,-0.6,5.7,6.0,-0.3,3,6,3.0,0.92,1,https://www.baseball-reference.com/boxes/HOU/HOU202303310.shtml,3.0,3.333,3.0,0.333,6.2,4.2,2.0,5.8,3.4,2.4
4,0,CHW,0,HOU,0,4.0,6.0,1-2,3.0,0,0.97,-2,https://www.baseball-reference.com/boxes/HOU/HOU202304010.shtml,-2.0,3.333,4.667,-1.333,5.8,5.4,0.4,5.9,6.0,-0.1,4,0,2.0,0.93,2,https://www.baseball-reference.com/boxes/HOU/HOU202304010.shtml,2.0,4.667,3.333,1.333,6.0,3.8,2.2,6.4,3.7,2.7
4,1,CHW,0,HOU,1,6.0,3.0,2-2,3.0,0,0.89,1,https://www.baseball-reference.com/boxes/HOU/HOU202304020.shtml,3.0,4.333,5.0,-0.667,5.6,5.0,0.6,5.8,5.7,0.1,4,1,3.0,1.0,-1,https://www.baseball-reference.com/boxes/HOU/HOU202304020.shtml,-3.0,5.0,4.333,0.667,3.8,3.8,0.0,5.8,4.0,1.8
4,2,CHW,1,SFG,0,3.0,12.0,2-3,3.0,0,0.93,-1,https://www.baseball-reference.com/boxes/CHA/CHA202304030.shtml,-9.0,4.333,7.0,-2.667,3.8,5.8,-2.0,5.6,6.0,-0.4,4,2,3.0,0.92,1,https://www.baseball-reference.com/boxes/CHA/CHA202304030.shtml,9.0,6.333,4.667,1.667,4.2,4.0,0.2,4.0,2.7,1.3
4,4,CHW,1,SFG,1,7.0,3.0,3-3,3.0,0,0.89,1,https://www.baseball-reference.com/boxes/CHA/CHA202304050.shtml,4.0,5.333,6.0,-0.667,4.6,6.0,-1.4,5.4,5.6,-0.2,4,4,4.0,0.95,-1,https://www.baseball-reference.com/boxes/CHA/CHA202304050.shtml,-4.0,5.0,5.333,-0.333,4.4,5.2,-0.8,4.2,3.2,1.0
4,5,CHW,1,SFG,0,6.0,16.0,3-4,3.0,0,0.88,-1,https://www.baseball-reference.com/boxes/CHA/CHA202304060.shtml,-10.0,5.333,10.333,-5.0,5.2,8.0,-2.8,5.5,7.2,-1.7,4,5,2.0,0.89,1,https://www.baseball-reference.com/boxes/CHA/CHA202304060.shtml,10.0,10.333,5.333,5.0,7.6,5.4,2.2,5.4,3.8,1.6
4,6,CHW,0,PIT,0,9.0,13.0,3-5,3.0,0,0.86,-2,https://www.baseball-reference.com/boxes/PIT/PIT202304070.shtml,-4.0,7.333,10.667,-3.333,6.2,9.4,-3.2,6.0,7.4,-1.4,4,6,2.0,1.01,4,https://www.baseball-reference.com/boxes/PIT/PIT202304070.shtml,4.0,7.0,3.667,3.333,5.8,4.0,1.8,5.0,4.3,0.7
4,0,CHW,0,PIT,1,11.0,5.0,4-5,3.0,1,0.83,1,https://www.baseball-reference.com/boxes/PIT/PIT202304080.shtml,6.0,8.667,11.333,-2.667,7.2,9.8,-2.6,6.4,7.4,-1.0,4,0,2.0,1.01,-1,https://www.baseball-reference.com/boxes/PIT/PIT202304080.shtml,-6.0,7.333,7.0,0.333,6.6,5.6,1.0,5.1,5.1,0.0
4,1,CHW,0,PIT,0,0.0,1.0,4-6,3.0,0,0.87,-1,https://www.baseball-reference.com/boxes/PIT/PIT202304090.shtml,-1.0,6.667,6.333,0.333,6.6,7.6,-1.0,5.2,6.7,-1.5,4,1,2.0,1.0,1,https://www.baseball-reference.com/boxes/PIT/PIT202304090.shtml,1.0,6.333,6.667,-0.333,5.4,4.4,1.0,4.6,4.1,0.5
4,2,CHW,0,MIN,1,4.0,3.0,5-6,3.0,0,0.95,1,https://www.baseball-reference.com/boxes/MIN/MIN202304100.shtml,1.0,5.0,3.0,2.0,6.0,7.6,-1.6,5.3,6.8,-1.5,4,2,2.0,1.14,-2,https://www.baseball-reference.com/boxes/MIN/MIN202304100.shtml,-1.0,4.333,5.0,-0.667,3.6,4.4,-0.8,4.0,2.8,1.2
4,3,CHW,0,MIN,0,3.0,4.0,5-7,3.0,1,1.03,-1,https://www.baseball-reference.com/boxes/MIN/MIN202304110.shtml,-1.0,2.333,2.667,-0.333,5.4,5.2,0.2,5.3,6.6,-1.3,4,3,1.0,1.15,1,https://www.baseball-reference.com/boxes/MIN/MIN202304110.shtml,1.0,2.667,4.0,-1.333,4.0,4.0,0.0,4.2,3.1,1.1
4,4,CHW,0,MIN,0,1.0,3.0,5-8,3.0,0,1.02,-2,https://www.baseball-reference.com/boxes/MIN/MIN202304120.shtml,-2.0,2.667,3.333,-0.667,3.8,3.2,0.6,5.0,6.3,-1.3,4,4,1.0,1.18,2,https://www.baseball-reference.com/boxes/MIN/MIN202304120.shtml,2.0,3.333,2.667,0.667,4.0,3.8,0.2,4.3,3.2,1.1
