Month,DayofWeek,Tm,Home_Away,Opp,W/L,R,RA,W-L,Rank,D/N,cLI,Streak,Boxscore,Run_Diff,Avg_R_MA3,Avg_Ra_MA3,RunDiff_MA3,Avg_R_MA5,Avg_Ra_MA5,RunDiff_MA5,Avg_R_MA10,Avg_Ra_MA10,RunDiff_MA10,Opp_Month,Opp_DayofWeek,Opp_Rank,Opp_cLI,Opp_Streak,Opp_Boxscore,Opp_Run_Diff,Opp_Avg_R_MA3,Opp_Avg_Ra_MA3,Opp_RunDiff_MA3,Opp_Avg_R_MA5,Opp_Avg_Ra_MA5,Opp_RunDiff_MA5,Opp_Avg_R_MA10,Opp_Avg_Ra_MA10,Opp_RunDiff_MA10
3,5,NYY,1,SFG,1,5.0,0.0,1-0,1.0,0,0.93,1,https://www.baseball-reference.com/boxes/NYA/NYA202303300.shtml,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,3,5,3.0,0.91,-1,https://www.baseball-reference.com/boxes/NYA/NYA202303300.shtml,-5.0,2.667,2.333,0.333,3.2,2.2,1.0,3.9,2.2,1.7
4,0,NYY,1,SFG,0,5.0,7.0,1-1,2.0,0,0.92,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304010.shtml,-2.0,5.0,3.5,1.5,5.0,3.5,1.5,5.0,3.5,1.5,4,0,3.0,0.84,1,https://www.baseball-reference.com/boxes/NYA/NYA202304010.shtml,2.0,3.0,3.667,-0.667,3.6,2.8,0.8,4.2,2.5,1.7
4,1,NYY,1,SFG,1,6.0,0.0,2-1,2.0,0,0.89,1,https://www.baseball-reference.com/boxes/NYA/NYA202304020.shtml,6.0,5.333,2.333,3.0,5.333,2.333,3.0,5.333,2.333,3.0,4,1,5.0,0.91,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304020.shtml,-6.0,2.333,5.333,-3.0,3.0,3.6,-0.6,4.0,2.6,1.4
4,2,NYY,1,PHI,1,8.0,1.0,3-1,2.0,1,0.91,2,https://www.baseball-reference.com/boxes/NYA/NYA202304030.shtml,7.0,6.333,2.667,3.667,6.0,2.0,4.0,6.0,2.0,4.0,4,2,5.0,0.78,-4,https://www.baseball-reference.com/boxes/NYA/NYA202304030.shtml,-7.0,1.667,8.667,-7.0,2.6,9.2,-6.6,4.2,5.9,-1.7
4,3,NYY,1,PHI,0,1.0,4.0,3-2,2.0,1,0.92,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304040.shtml,-3.0,5.0,1.667,3.333,5.0,2.4,2.6,5.0,2.4,2.6,4,3,4.0,0.73,1,https://www.baseball-reference.com/boxes/NYA/NYA202304040.shtml,3.0,2.0,3.667,-1.667,3.2,7.6,-4.4,3.5,5.8,-2.3
4,4,NYY,1,PHI,1,4.0,2.0,4-2,2.0,0,0.89,1,https://www.baseball-reference.com/boxes/NYA/NYA202304050.shtml,2.0,4.333,2.333,2.0,4.8,2.8,2.0,4.833,2.333,2.5,4,4,4.0,0.82,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304050.shtml,-2.0,2.333,4.333,-2.0,2.2,6.2,-4.0,3.5,5.8,-2.3
4,6,NYY,0,BAL,0,6.0,7.0,4-3,3.0,0,1.05,-1,https://www.baseball-reference.com/boxes/BAL/BAL202304070.shtml,-1.0,3.667,4.333,-0.667,5.0,2.8,2.2,5.0,3.0,2.0,4,6,3.0,0.99,1,https://www.baseball-reference.com/boxes/BAL/BAL202304070.shtml,1.0,5.333,4.333,1.0,4.6,4.4,0.2,6.5,6.3,0.2
4,0,NYY,0,BAL,1,4.0,1.0,5-3,2.0,1,1.02,1,https://www.baseball-reference.com/boxes/BAL/BAL202304080.shtml,3.0,4.667,3.333,1.333,4.6,3.0,1.6,4.875,2.75,2.125,4,0,4.0,1.05,-1,https://www.baseball-reference.com/boxes/BAL/BAL202304080.shtml,-3.0,3.333,5.0,-1.667,3.8,3.4,0.4,5.5,6.3,-0.8
4,1,NYY,0,BAL,1,5.0,3.0,6-3,2.0,0,1.05,2,https://www.baseball-reference.com/boxes/BAL/BAL202304090.shtml,2.0,5.0,3.667,1.333,4.0,3.4,0.6,4.889,2.778,2.111,4,1,5.0,0.96,-2,https://www.baseball-reference.com/boxes/BAL/BAL202304090.shtml,-2.0,3.667,5.0,-1.333,4.0,4.4,-0.4,5.3,6.1,-0.8
4,2,NYY,0,CLE,0,2.0,3.0,6-4,2.0,1,1.01,-1,https://www.baseball-reference.com/boxes/CLE/CLE202304100.shtml,-1.0,3.667,2.333,1.333,4.2,3.2,1.0,4.6,2.8,1.8,4,2,1.0,1.07,2,https://www.baseball-reference.com/boxes/CLE/CLE202304100.shtml,1.0,4.0,3.667,0.333,4.2,4.0,0.2,5.3,4.4,0.9
4,3,NYY,0,CLE,1,11.0,2.0,7-4,2.0,1,1.0,1,https://www.baseball-reference.com/boxes/CLE/CLE202304110.shtml,9.0,6.0,2.667,3.333,5.6,3.2,2.4,5.2,3.0,2.2,4,3,2.0,1.12,-1,https://www.baseball-reference.com/boxes/CLE/CLE202304110.shtml,-9.0,4.0,6.333,-2.333,3.4,5.4,-2.0,4.6,5.1,-0.5
4,4,NYY,0,CLE,1,4.0,3.0,8-4,2.0,0,1.02,2,https://www.baseball-reference.com/boxes/CLE/CLE202304120.shtml,1.0,5.667,2.667,3.0,5.2,2.4,2.8,5.1,2.6,2.5,4,4,2.0,1.09,-2,https://www.baseball-reference.com/boxes/CLE/CLE202304120.shtml,-1.0,2.667,5.667,-3.0,3.4,5.2,-1.8,4.7,5.5,-0.8
4,5,NYY,1,MIN,0,2.0,11.0,8-5,2.0,1,1.06,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304130.shtml,-9.0,5.667,5.333,0.333,4.8,4.4,0.4,4.7,3.7,1.0,4,5,1.0,1.11,3,https://www.baseball-reference.com/boxes/NYA/NYA202304130.shtml,9.0,6.0,2.0,4.0,4.4,3.0,1.4,4.7,3.0,1.7
4,6,NYY,1,MIN,0,3.0,4.0,8-6,3.0,1,1.03,-2,https://www.baseball-reference.com/boxes/NYA/NYA202304140.shtml,-1.0,3.0,6.0,-3.0,4.4,4.6,-0.2,4.2,4.0,0.2,4,6,1.0,1.17,4,https://www.baseball-reference.com/boxes/NYA/NYA202304140.shtml,1.0,6.0,2.0,4.0,5.0,2.6,2.4,4.0,3.2,0.8
4,0,NYY,1,MIN,1,6.0,1.0,9-6,3.0,0,1.0,1,https://www.baseball-reference.com/boxes/NYA/NYA202304150.shtml,5.0,3.667,5.333,-1.667,5.2,4.2,1.0,4.7,3.7,1.0,4,0,1.0,1.16,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304150.shtml,-5.0,5.333,3.667,1.667,4.6,3.0,1.6,4.1,3.7,0.4
4,1,NYY,1,MIN,1,2.0,0.0,10-6,2.0,0,1.01,2,https://www.baseball-reference.com/boxes/NYA/NYA202304160.shtml,2.0,3.667,1.667,2.0,3.4,3.8,-0.4,4.5,3.5,1.0,4,1,1.0,1.17,-2,https://www.baseball-reference.com/boxes/NYA/NYA202304160.shtml,-2.0,1.667,3.667,-2.0,3.8,2.8,1.0,3.9,3.4,0.5
4,3,NYY,1,LAA,0,2.0,5.0,10-7,3.0,1,1.1,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304180.shtml,-3.0,3.333,2.0,1.333,3.0,4.2,-1.2,4.1,3.3,0.8,4,3,2.0,0.99,2,https://www.baseball-reference.com/boxes/NYA/NYA202304180.shtml,3.0,3.667,2.667,1.0,4.2,4.4,-0.2,5.0,4.7,0.3
4,4,NYY,1,LAA,1,3.0,2.0,11-7,2.0,1,0.95,1,https://www.baseball-reference.com/boxes/NYA/NYA202304190.shtml,1.0,2.333,2.333,0.0,3.2,2.4,0.8,4.0,3.4,0.6,4,4,2.0,1.06,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304190.shtml,-1.0,4.0,3.0,1.0,4.0,4.0,0.0,4.3,4.5,-0.2
4,5,NYY,1,LAA,1,9.0,3.0,12-7,2.0,0,1.01,2,https://www.baseball-reference.com/boxes/NYA/NYA202304200.shtml,6.0,4.667,3.333,1.333,4.4,2.2,2.2,4.4,3.4,1.0,4,5,2.0,0.99,-2,https://www.baseball-reference.com/boxes/NYA/NYA202304200.shtml,-6.0,3.333,4.667,-1.333,3.2,4.0,-0.8,3.5,4.2,-0.7
4,6,NYY,1,TOR,0,1.0,6.0,12-8,3.0,1,1.14,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304210.shtml,-5.0,4.333,3.667,0.667,3.4,3.2,0.2,4.3,3.7,0.6,4,6,3.0,1.07,1,https://www.baseball-reference.com/boxes/NYA/NYA202304210.shtml,5.0,3.667,3.667,0.0,2.8,5.6,-2.8,3.9,4.2,-0.3
4,0,NYY,1,TOR,1,3.0,2.0,13-8,3.0,0,1.07,1,https://www.baseball-reference.com/boxes/NYA/NYA202304220.shtml,1.0,4.333,3.667,0.667,3.6,3.6,0.0,3.5,3.7,-0.2,4,0,4.0,1.09,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304220.shtml,-1.0,3.0,4.0,-1.0,3.0,4.6,-1.6,3.2,4.2,-1.0
4,1,NYY,1,TOR,0,1.0,5.0,13-9,3.0,0,1.07,-1,https://www.baseball-reference.com/boxes/NYA/NYA202304230.shtml,-4.0,1.667,4.333,-2.667,3.4,3.6,-0.2,3.2,3.9,-0.7,4,1,3.0,1.06,1,https://www.baseball-reference.com/boxes/NYA/NYA202304230.shtml,4.0,4.333,1.667,2.667,3.6,3.0,0.6,3.3,4.0,-0.7
4,2,NYY,0,MIN,0,1.0,6.0,13-10,4.0,1,0.99,-2,https://www.baseball-reference.com/boxes/MIN/MIN202304240.shtml,-5.0,1.667,4.333,-2.667,3.0,4.4,-1.4,3.1,3.4,-0.3,4,2,1.0,1.12,2,https://www.baseball-reference.com/boxes/MIN/MIN202304240.shtml,5.0,4.333,4.0,0.333,4.0,5.2,-1.2,3.9,4.6,-0.7
4,3,NYY,0,MIN,0,2.0,6.0,13-11,4.0,1,0.89,-3,https://www.baseball-reference.com/boxes/MIN/MIN202304250.shtml,-4.0,1.333,5.667,-4.333,1.6,5.0,-3.4,3.0,3.6,-0.6,4,3,1.0,1.15,3,https://www.baseball-reference.com/boxes/MIN/MIN202304250.shtml,4.0,5.0,1.333,3.667,4.2,3.4,0.8,4.1,4.5,-0.4
4,4,NYY,0,MIN,1,12.0,6.0,14-11,4.0,0,0.9,1,https://www.baseball-reference.com/boxes/MIN/MIN202304260.shtml,6.0,5.0,6.0,-1.0,3.8,5.0,-1.2,3.6,4.1,-0.5,4,4,1.0,1.12,-1,https://www.baseball-reference.com/boxes/MIN/MIN202304260.shtml,-6.0,6.0,5.0,1.0,5.0,5.2,-0.2,4.6,5.1,-0.5
4,5,NYY,0,TEX,1,4.0,2.0,15-11,4.0,1,0.97,2,https://www.baseball-reference.com/boxes/TEX/TEX202304270.shtml,2.0,6.0,4.667,1.333,4.0,5.0,-1.0,3.8,4.3,-0.5,4,5,1.0,1.15,-4,https://www.baseball-reference.com/boxes/TEX/TEX202304270.shtml,-2.0,3.667,5.333,-1.667,4.4,5.0,-0.6,7.2,3.8,3.4
4,6,NYY,0,TEX,0,2.0,5.0,15-12,4.0,1,0.96,-1,https://www.baseball-reference.com/boxes/TEX/TEX202304280.shtml,-3.0,6.0,4.333,1.667,4.2,5.0,-0.8,3.8,4.3,-0.5,4,6,1.0,1.12,1,https://www.baseball-reference.com/boxes/TEX/TEX202304280.shtml,3.0,3.333,3.667,-0.333,4.4,5.0,-0.6,7.3,4.0,3.3
4,0,NYY,0,TEX,0,0.0,2.0,15-13,4.0,1,0.9,-2,https://www.baseball-reference.com/boxes/TEX/TEX202304290.shtml,-2.0,2.0,3.0,-1.0,4.0,4.2,-0.2,3.5,4.3,-0.8,4,0,1.0,1.15,2,https://www.baseball-reference.com/boxes/TEX/TEX202304290.shtml,2.0,3.0,2.0,1.0,3.6,3.6,0.0,6.3,3.8,2.5
4,1,NYY,0,TEX,0,2.0,15.0,15-14,4.0,0,0.85,-3,https://www.baseball-reference.com/boxes/TEX/TEX202304300.shtml,-13.0,1.333,7.333,-6.0,4.0,6.0,-2.0,2.8,5.5,-2.7,4,1,1.0,1.19,3,https://www.baseball-reference.com/boxes/TEX/TEX202304300.shtml,13.0,7.333,1.333,6.0,5.4,2.6,2.8,6.6,3.7,2.9
5,2,NYY,1,CLE,0,2.0,3.0,15-15,5.0,1,0.84,-4,https://www.baseball-reference.com/boxes/NYA/NYA202305010.shtml,-1.0,1.333,6.667,-5.333,2.0,5.4,-3.4,2.9,5.2,-2.3,5,2,2.0,0.93,1,https://www.baseball-reference.com/boxes/NYA/NYA202305010.shtml,1.0,3.667,5.667,-2.0,4.0,4.0,0.0,3.1,4.4,-1.3
5,3,NYY,1,CLE,1,4.0,2.0,16-15,5.0,1,0.78,1,https://www.baseball-reference.com/boxes/NYA/NYA202305020.shtml,2.0,2.667,6.667,-4.0,2.0,5.4,-3.4,3.0,5.2,-2.2,5,3,2.0,0.99,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305020.shtml,-2.0,2.0,4.333,-2.333,3.6,4.6,-1.0,3.2,4.2,-1.0
5,4,NYY,1,CLE,1,4.0,3.0,17-15,5.0,1,0.81,2,https://www.baseball-reference.com/boxes/NYA/NYA202305030.shtml,1.0,3.333,2.667,0.667,2.4,5.0,-2.6,3.3,5.0,-1.7,5,4,2.0,0.93,-2,https://www.baseball-reference.com/boxes/NYA/NYA202305030.shtml,-1.0,2.667,3.333,-0.667,3.2,5.0,-1.8,3.3,4.3,-1.0
5,6,NYY,0,TBR,0,4.0,5.0,17-16,5.0,1,0.87,-1,https://www.baseball-reference.com/boxes/TBA/TBA202305050.shtml,-1.0,4.0,3.333,0.667,3.2,5.6,-2.4,3.6,4.9,-1.3,5,6,1.0,1.1,4,https://www.baseball-reference.com/boxes/TBA/TBA202305050.shtml,1.0,5.333,2.333,3.0,5.8,4.0,1.8,5.8,3.6,2.2
5,0,NYY,0,TBR,1,3.0,2.0,18-16,5.0,0,0.82,1,https://www.baseball-reference.com/boxes/TBA/TBA202305060.shtml,1.0,3.667,3.333,0.333,3.4,3.0,0.4,3.7,4.5,-0.8,5,0,1.0,1.08,-1,https://www.baseball-reference.com/boxes/TBA/TBA202305060.shtml,-1.0,3.333,3.0,0.333,4.4,2.2,2.2,6.0,3.4,2.6
5,1,NYY,0,TBR,0,7.0,8.0,18-17,5.0,0,0.89,-1,https://www.baseball-reference.com/boxes/TBA/TBA202305070.shtml,-1.0,4.667,5.0,-0.333,4.4,4.0,0.4,3.2,4.7,-1.5,5,1,1.0,1.15,1,https://www.baseball-reference.com/boxes/TBA/TBA202305070.shtml,1.0,5.0,4.667,0.333,5.2,3.4,1.8,6.8,4.0,2.8
5,2,NYY,1,OAK,1,7.0,2.0,19-17,5.0,1,0.71,1,https://www.baseball-reference.com/boxes/NYA/NYA202305080.shtml,5.0,5.667,4.0,1.667,5.0,4.0,1.0,3.5,4.7,-1.2,5,2,5.0,0.1,-2,https://www.baseball-reference.com/boxes/NYA/NYA202305080.shtml,-5.0,2.667,5.333,-2.667,4.6,5.8,-1.2,4.0,5.6,-1.6
5,3,NYY,1,OAK,1,10.0,5.0,20-17,5.0,1,0.77,2,https://www.baseball-reference.com/boxes/NYA/NYA202305090.shtml,5.0,8.0,5.0,3.0,6.2,4.4,1.8,4.3,4.7,-0.4,5,3,5.0,0.09,-3,https://www.baseball-reference.com/boxes/NYA/NYA202305090.shtml,-5.0,2.667,7.333,-4.667,5.0,6.8,-1.8,3.8,5.5,-1.7
5,4,NYY,1,OAK,1,11.0,3.0,21-17,5.0,0,0.83,3,https://www.baseball-reference.com/boxes/NYA/NYA202305100.shtml,8.0,9.333,3.333,6.0,7.6,4.0,3.6,5.4,4.8,0.6,5,4,5.0,0.06,-4,https://www.baseball-reference.com/boxes/NYA/NYA202305100.shtml,-8.0,3.333,9.333,-6.0,3.2,7.4,-4.2,3.9,6.3,-2.4
5,5,NYY,1,TBR,0,2.0,8.0,21-18,5.0,1,0.95,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305110.shtml,-6.0,7.667,5.333,2.333,7.4,5.2,2.2,5.4,4.1,1.3,5,5,1.0,1.14,1,https://www.baseball-reference.com/boxes/NYA/NYA202305110.shtml,6.0,3.667,2.667,1.0,4.4,3.0,1.4,4.4,2.6,1.8
5,6,NYY,1,TBR,1,6.0,5.0,22-18,5.0,1,0.89,1,https://www.baseball-reference.com/boxes/NYA/NYA202305120.shtml,1.0,6.333,5.333,1.0,7.2,4.6,2.6,5.8,4.3,1.5,5,6,1.0,1.1,4,https://www.baseball-reference.com/boxes/TBA/TBA202305050.shtml,1.0,5.333,2.333,3.0,5.8,4.0,1.8,5.8,3.6,2.2
5,0,NYY,1,TBR,1,9.0,8.0,23-18,4.0,0,0.95,2,https://www.baseball-reference.com/boxes/NYA/NYA202305130.shtml,1.0,5.667,7.0,-1.333,7.6,5.8,1.8,6.3,4.9,1.4,5,0,1.0,1.08,-1,https://www.baseball-reference.com/boxes/TBA/TBA202305060.shtml,-1.0,3.333,3.0,0.333,4.4,2.2,2.2,6.0,3.4,2.6
5,1,NYY,1,TBR,0,7.0,8.0,23-19,4.0,0,1.03,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305140.shtml,-1.0,7.333,7.0,0.333,7.0,6.4,0.6,6.6,5.4,1.2,5,1,1.0,1.15,1,https://www.baseball-reference.com/boxes/TBA/TBA202305070.shtml,1.0,5.0,4.667,0.333,5.2,3.4,1.8,6.8,4.0,2.8
5,2,NYY,0,TOR,1,7.0,4.0,24-19,4.0,1,0.95,1,https://www.baseball-reference.com/boxes/TOR/TOR202305150.shtml,3.0,7.667,6.667,1.0,6.2,6.6,-0.4,6.9,5.3,1.6,5,2,3.0,1.12,-1,https://www.baseball-reference.com/boxes/TOR/TOR202305150.shtml,-3.0,5.0,4.667,0.333,3.8,3.2,0.6,5.0,3.8,1.2
5,3,NYY,0,TOR,1,6.0,3.0,25-19,3.0,1,1.01,2,https://www.baseball-reference.com/boxes/TOR/TOR202305160.shtml,3.0,6.667,5.0,1.667,7.0,5.6,1.4,7.2,5.4,1.8,5,3,3.0,1.12,-2,https://www.baseball-reference.com/boxes/TOR/TOR202305160.shtml,-3.0,4.333,6.0,-1.667,4.2,4.0,0.2,4.8,3.3,1.5
5,4,NYY,0,TOR,0,0.0,3.0,25-20,4.0,1,1.08,-1,https://www.baseball-reference.com/boxes/TOR/TOR202305170.shtml,-3.0,4.333,3.333,1.0,5.8,5.2,0.6,6.5,4.9,1.6,5,4,3.0,1.12,1,https://www.baseball-reference.com/boxes/TOR/TOR202305170.shtml,3.0,3.333,4.333,-1.0,4.2,4.0,0.2,4.7,3.3,1.4
5,5,NYY,0,TOR,1,4.0,2.0,26-20,3.0,1,1.0,1,https://www.baseball-reference.com/boxes/TOR/TOR202305180.shtml,2.0,3.333,2.667,0.667,4.8,4.0,0.8,6.2,4.9,1.3,5,5,3.0,1.08,-1,https://www.baseball-reference.com/boxes/TOR/TOR202305180.shtml,-2.0,2.667,3.333,-0.667,3.6,4.4,-0.8,4.1,3.5,0.6
5,6,NYY,0,CIN,1,6.0,2.0,27-20,3.0,1,0.96,2,https://www.baseball-reference.com/boxes/CIN/CIN202305190.shtml,4.0,3.333,2.333,1.0,4.6,2.8,1.8,5.8,4.6,1.2,5,6,4.0,0.71,-2,https://www.baseball-reference.com/boxes/CIN/CIN202305190.shtml,-4.0,3.667,6.0,-2.333,4.0,6.0,-2.0,4.6,4.7,-0.1
5,0,NYY,0,CIN,1,7.0,4.0,28-20,3.0,0,0.98,3,https://www.baseball-reference.com/boxes/CIN/CIN202305200.shtml,3.0,5.667,2.667,3.0,4.6,2.8,1.8,5.4,4.7,0.7,5,0,4.0,0.66,-3,https://www.baseball-reference.com/boxes/CIN/CIN202305200.shtml,-3.0,4.0,8.0,-4.0,4.6,6.8,-2.2,4.3,4.8,-0.5
5,1,NYY,0,CIN,1,4.0,1.0,29-20,3.0,0,0.99,4,https://www.baseball-reference.com/boxes/CIN/CIN202305210.shtml,3.0,5.667,2.333,3.333,4.2,2.4,1.8,5.6,4.0,1.6,5,1,5.0,0.63,-4,https://www.baseball-reference.com/boxes/CIN/CIN202305210.shtml,-3.0,2.333,5.667,-3.333,3.2,5.8,-2.6,4.3,5.0,-0.7
5,3,NYY,1,BAL,1,6.0,5.0,30-20,3.0,1,1.17,5,https://www.baseball-reference.com/boxes/NYA/NYA202305230.shtml,1.0,5.667,3.333,2.333,5.4,2.8,2.6,5.6,4.0,1.6,5,3,2.0,1.29,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305230.shtml,-1.0,6.333,4.667,1.667,6.0,4.4,1.6,4.7,3.9,0.8
5,4,NYY,1,BAL,0,6.0,9.0,30-21,3.0,1,1.27,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305240.shtml,-3.0,5.333,5.0,0.333,5.8,4.2,1.6,5.3,4.1,1.2,5,4,2.0,1.32,1,https://www.baseball-reference.com/boxes/NYA/NYA202305240.shtml,3.0,7.333,5.0,2.333,6.8,4.4,2.4,5.4,4.5,0.9
5,5,NYY,1,BAL,0,1.0,3.0,30-22,3.0,1,1.18,-2,https://www.baseball-reference.com/boxes/NYA/NYA202305250.shtml,-2.0,4.333,5.667,-1.333,4.8,4.4,0.4,4.7,3.6,1.1,5,5,2.0,1.26,2,https://www.baseball-reference.com/boxes/NYA/NYA202305250.shtml,2.0,5.667,4.333,1.333,6.2,4.2,2.0,5.7,4.2,1.5
5,6,NYY,1,SDP,0,1.0,5.0,30-23,3.0,1,0.93,-3,https://www.baseball-reference.com/boxes/NYA/NYA202305260.shtml,-4.0,2.667,5.667,-3.0,3.6,4.6,-1.0,4.1,3.7,0.4,5,6,4.0,0.74,2,https://www.baseball-reference.com/boxes/NYA/NYA202305260.shtml,4.0,5.333,4.0,1.333,6.0,3.2,2.8,4.4,3.5,0.9
5,0,NYY,1,SDP,1,3.0,2.0,31-23,3.0,0,0.92,1,https://www.baseball-reference.com/boxes/NYA/NYA202305270.shtml,1.0,1.667,3.333,-1.667,3.4,4.8,-1.4,3.8,3.6,0.2,5,0,4.0,0.76,-1,https://www.baseball-reference.com/boxes/NYA/NYA202305270.shtml,-1.0,5.0,3.333,1.667,5.0,3.8,1.2,4.2,3.8,0.4
5,1,NYY,1,SDP,1,10.0,7.0,32-23,3.0,0,0.99,2,https://www.baseball-reference.com/boxes/NYA/NYA202305280.shtml,3.0,4.667,4.667,0.0,4.2,5.2,-1.0,4.8,4.0,0.8,5,1,4.0,0.71,-2,https://www.baseball-reference.com/boxes/NYA/NYA202305280.shtml,-3.0,4.667,4.667,0.0,5.0,5.0,0.0,4.5,4.3,0.2
5,2,NYY,0,SEA,1,10.0,4.0,33-23,3.0,1,1.08,3,https://www.baseball-reference.com/boxes/SEA/SEA202305290.shtml,6.0,7.667,4.333,3.333,5.0,4.2,0.8,5.4,4.2,1.2,5,2,4.0,0.96,-1,https://www.baseball-reference.com/boxes/SEA/SEA202305290.shtml,-6.0,5.0,4.333,0.667,4.8,5.2,-0.4,5.3,3.7,1.6
5,3,NYY,0,SEA,1,10.0,2.0,34-23,3.0,1,1.12,4,https://www.baseball-reference.com/boxes/SEA/SEA202305300.shtml,8.0,10.0,4.333,5.667,6.8,4.0,2.8,5.8,4.2,1.6,5,3,4.0,0.86,-2,https://www.baseball-reference.com/boxes/SEA/SEA202305300.shtml,-8.0,4.0,7.667,-3.667,4.6,6.8,-2.2,4.8,4.4,0.4
5,4,NYY,0,SEA,0,0.0,1.0,34-24,3.0,1,1.13,-1,https://www.baseball-reference.com/boxes/SEA/SEA202305310.shtml,-1.0,6.667,2.333,4.333,6.6,3.2,3.4,5.1,3.9,1.2,5,4,4.0,0.77,1,https://www.baseball-reference.com/boxes/SEA/SEA202305310.shtml,1.0,2.333,6.667,-4.333,3.6,4.6,-1.0,4.7,4.1,0.6
6,6,NYY,0,LAD,0,4.0,8.0,34-25,3.0,1,1.03,-2,https://www.baseball-reference.com/boxes/LAN/LAN202306020.shtml,-4.0,4.667,3.667,1.0,6.8,4.4,2.4,5.1,4.6,0.5,6,6,1.0,1.22,1,https://www.baseball-reference.com/boxes/LAN/LAN202306020.shtml,4.0,7.667,5.667,2.0,7.8,5.8,2.0,6.7,5.4,1.3
6,0,NYY,0,LAD,1,6.0,3.0,35-25,3.0,0,1.05,1,https://www.baseball-reference.com/boxes/LAN/LAN202306030.shtml,3.0,3.333,4.0,-0.667,6.0,3.6,2.4,5.1,4.4,0.7,6,0,1.0,1.21,-1,https://www.baseball-reference.com/boxes/LAN/LAN202306030.shtml,-3.0,5.667,6.667,-1.0,6.4,4.8,1.6,6.2,5.4,0.8
6,1,NYY,0,LAD,1,4.0,1.0,36-25,3.0,0,1.05,2,https://www.baseball-reference.com/boxes/LAN/LAN202306040.shtml,3.0,4.667,4.0,0.667,4.8,3.0,1.8,4.9,3.6,1.3,6,1,1.0,1.28,-2,https://www.baseball-reference.com/boxes/LAN/LAN202306040.shtml,-3.0,4.0,4.667,-0.667,5.4,5.4,0.0,5.5,5.7,-0.2
6,3,NYY,1,CHW,0,2.0,3.0,36-26,3.0,1,1.03,-1,https://www.baseball-reference.com/boxes/NYA/NYA202306060.shtml,-1.0,4.0,2.333,1.667,3.2,3.2,0.0,5.0,3.6,1.4,6,3,4.0,0.41,4,https://www.baseball-reference.com/boxes/NYA/NYA202306060.shtml,1.0,3.667,1.667,2.0,3.8,3.4,0.4,5.0,4.2,0.8
6,5,NYY,1,CHW,0,5.0,6.0,36-27,3.0,1,0.97,-2,https://www.baseball-reference.com/boxes/NYA/NYA202306081.shtml,-1.0,3.667,3.333,0.333,4.2,4.2,0.0,5.4,3.7,1.7,6,5,3.0,0.52,5,https://www.baseball-reference.com/boxes/NYA/NYA202306081.shtml,1.0,5.0,3.0,2.0,4.0,2.0,2.0,4.4,4.4,0.0
6,5,NYY,1,CHW,1,3.0,0.0,37-27,3.0,1,0.98,1,https://www.baseball-reference.com/boxes/NYA/NYA202306082.shtml,3.0,3.333,3.0,0.333,4.0,2.6,1.4,5.4,3.5,1.9,6,5,3.0,0.52,5,https://www.baseball-reference.com/boxes/NYA/NYA202306081.shtml,1.0,5.0,3.0,2.0,4.0,2.0,2.0,4.4,4.4,0.0
6,6,NYY,1,BOS,0,2.0,3.0,37-28,3.0,1,1.05,-1,https://www.baseball-reference.com/boxes/NYA/NYA202306090.shtml,-1.0,3.333,3.0,0.333,3.2,2.6,0.6,4.6,3.1,1.5,6,6,5.0,0.59,1,https://www.baseball-reference.com/boxes/NYA/NYA202306090.shtml,1.0,2.667,5.667,-3.0,2.8,5.0,-2.2,3.8,4.7,-0.9
6,0,NYY,1,BOS,1,3.0,1.0,38-28,3.0,1,0.98,1,https://www.baseball-reference.com/boxes/NYA/NYA202306100.shtml,2.0,2.667,1.333,1.333,3.0,2.6,0.4,3.9,2.8,1.1,6,0,5.0,0.64,-1,https://www.baseball-reference.com/boxes/NYA/NYA202306100.shtml,-2.0,2.333,5.0,-2.667,2.8,4.8,-2.0,3.5,4.5,-1.0
6,1,NYY,1,BOS,0,2.0,3.0,38-29,3.0,1,1.05,-1,https://www.baseball-reference.com/boxes/NYA/NYA202306110.shtml,-1.0,2.333,2.333,0.0,3.0,2.6,0.4,3.1,2.9,0.2,6,1,5.0,0.58,1,https://www.baseball-reference.com/boxes/NYA/NYA202306110.shtml,1.0,2.333,2.333,0.0,2.4,4.4,-2.0,3.0,4.5,-1.5
